Date,Average
2013-08-05,3687.765
2013-08-02,3676.735
2013-08-01,3666.12
2013-07-31,3637.06
2013-07-30,3617.725
2013-07-29,3605.83
2013-07-26,3597.295
2013-07-25,3592.695
2013-07-24,3589.905
2013-07-23,3591.83
2013-07-22,3594.69
2013-07-19,3583.81
2013-07-18,3615.815
2013-07-17,3608.24
2013-07-16,3600.5
2013-07-15,3600.565
2013-07-12,3588.325
2013-07-11,3565.905
2013-07-10,3512.495
2013-07-09,3496.8
2013-07-08,3485.45
2013-07-05,3460.62
2013-07-04,0
2013-07-03,3436.65
2013-07-02,3434.26
2013-07-01,3442.37
2013-06-28,3402.475
2013-06-27,3404.1
2013-06-26,3374.59
2013-06-25,3343
2013-06-24,3319.805
2013-06-21,3352.08
2013-06-20,3384.435
2013-06-19,3464.325
2013-06-18,3472.2
2013-06-17,3452.45
2013-06-14,3433.86
2013-06-13,3419.32
2013-06-12,3427.545
2013-06-11,3446.57
2013-06-10,3475.175
2013-06-07,3450.58
2013-06-06,3401.145
2013-06-05,3422.03
2013-06-04,3456.385
2013-06-03,3442.615
2013-05-31,3478.255
2013-05-30,3488.43
2013-05-29,3464.965
2013-05-28,3495.095
2013-05-27,0
2013-05-24,3444.39
2013-05-23,3444.82
2013-05-22,3489.5
2013-05-21,3499.515
2013-05-20,3498.77
2013-05-17,3486.12
2013-05-16,3474.095
2013-05-15,3463.895
2013-05-14,3454.195
2013-05-13,3436.885
2013-05-10,3424.095
2013-05-09,3415.985
2013-05-08,3401.535
2013-05-07,3391.64
2013-05-06,3388.825
2013-05-03,3379.21
2013-05-02,3325.355
2013-05-01,3313.265
2013-04-30,3313.685
2013-04-29,3302.38
2013-04-26,3277.755
2013-04-25,3290.285
2013-04-24,3266.28
2013-04-23,3258.705
2013-04-22,3219.95
2013-04-19,3189.18
2013-04-18,3183.965
2013-04-17,3211.53
2013-04-16,3248.645
2013-04-15,3248.43
2013-04-12,3283.76
2013-04-11,3297.345
2013-04-10,3272.48
2013-04-09,3232.485
2013-04-08,3208.915
2013-04-05,3187.545
2013-04-04,3216.13
2013-04-03,3235.27
2013-04-02,3256.67
2013-04-01,3250.4
2013-03-29,0
2013-03-28,3261.755
2013-03-27,3242.64
2013-03-26,3246.425
2013-03-25,3243.055
2013-03-22,3239.4
2013-03-21,3226.63
2013-03-20,3249.445
2013-03-19,3229.01
2013-03-18,3230.235
2013-03-15,3251.635
2013-03-14,3254.585
2013-03-13,3241.035
2013-03-12,3239.85
2013-03-11,3243.27
2013-03-08,3238.295
2013-03-07,3228.285
2013-03-06,3225.555
2013-03-05,3213.79
2013-03-04,3168.53
2013-03-01,3150.45
2013-02-28,3171.16
2013-02-27,3152.535
2013-02-26,3120.465
2013-02-25,3151.25
2013-02-22,3150.685
2013-02-21,3136.905
2013-02-20,3188.6
2013-02-19,3204.26
2013-02-18,0
2013-02-15,3195.12
2013-02-14,3192.36
2013-02-13,3196.29
2013-02-12,3190.88
2013-02-11,3188.1
2013-02-08,3187.035
2013-02-07,3153.2
2013-02-06,3166.085
2013-02-05,3157.67
2013-02-04,3150.1
2013-02-01,3169.025
2013-01-31,3145.5
2013-01-30,3149.945
2013-01-29,3145.025
2013-01-28,3153.36
2013-01-25,3146.03
2013-01-24,3139.005
2013-01-23,3155.4
2013-01-22,3132.36
2013-01-21,0
2013-01-18,3126.965
2013-01-17,3134.92
2013-01-16,3115.72
2013-01-15,3102.805
2013-01-14,3113.78
2013-01-11,3120.345
2013-01-10,3113.095
2013-01-09,3103.78
2013-01-08,3089.995
2013-01-07,3093.115
2013-01-04,3099.625
2013-01-03,3105.23
2013-01-02,3098.07
2013-01-01,0
2012-12-31,2987.465
2012-12-28,2972.42
2012-12-27,2972.35
2012-12-26,3001
2012-12-25,0
2012-12-24,3012.355
2012-12-21,3008.66
2012-12-20,3043.84
2012-12-19,3053.09
2012-12-18,3036.525
2012-12-17,2992.38
2012-12-14,2974.565
2012-12-13,3004.57
2012-12-12,3021.84
2012-12-11,3018.48
2012-12-10,2984.6
2012-12-07,2986.045
2012-12-06,2979.275
2012-12-05,2976.495
2012-12-04,2991.915
2012-12-03,3014.925
2012-11-30,3006.985
2012-11-29,3006.74
2012-11-28,2964.025
2012-11-27,2975.225
2012-11-26,2964.33
2012-11-23,2953.935
2012-11-22,0
2012-11-21,2920.295
2012-11-20,2906.67
2012-11-19,2900.41
2012-11-16,2835.185
2012-11-15,2841.195
2012-11-14,2871.48
2012-11-13,2893.03
2012-11-12,2908.28
2012-11-09,2910.46
2012-11-08,2922.64
2012-11-07,2952.3
2012-11-06,3011.685
2012-11-05,2990.36
2012-11-02,3007.77
2012-11-01,3003.08
2012-10-31,2977.32
2012-10-30,0
2012-10-29,0
2012-10-26,2980.15
2012-10-25,2991.845
2012-10-24,2995.84
2012-10-23,2990.33
2012-10-22,3008.195
2012-10-19,3033.415
2012-10-18,3083.9
